smiles,ID,active_ID,%C,real_activity,U5,U4,U1,U3,U2,autoph4,dbautoph4,elucidator,reversefp
S(=O)(=O)(/N=C/1\C=CC=C2C([O-])=NNC([O-])=C\12)[C@H](C)C(=O)[O-],C49045454,,54.168461,1,0,0,0,0,1,0,0,1,0
O=C([O-])/C=C/c1sc(/N=C(\[O-])/c2sc3CCCc3c2)nc1,C49591834,,98.341042,1,0,0,0,0,0,0,0,0,0
O=C([O-])/C=C(\C(=O)[O-])/c1c(OC)cc(C)c(C)c1,C49837802,,98.34127,1,0,0,0,0,0,0,0,0,0
Clc1cc(-c2n(/N=C/c3c([O-])cccc3)c([S-])nn2)ccc1,C01276318,,83.367043,1,0,0,0,0,1,0,0,0,0
Clc1c([O-])ccc([C@H]([O-])C(F)(F)C(=O)[O-])c1,C52266629,,71.802612,1,0,0,0,0,0,0,0,0,0
O=C1C(C#N)=C([O-])C2=C(c3cc([O-])ccc3)CSC2=N1,C52634907,,97.703064,1,0,0,0,0,0,0,0,0,0
Brc1ccc2nc(-c3cc(Cl)c([O-])c(OCC)c3)nc([O-])c2c1,C53850733,,75.425789,1,0,0,0,0,0,0,0,0,0
O=C(C)C=1C(=O)N(c2c([O-])ccc(C)c2)C(C)=CC=1[O-],C16769712,,95.449219,1,0,0,0,0,0,0,0,0,0
FC(F)(F)C(=O)Nc1nc(-c2nc(/N=C(\[O-])/C(F)(F)F)[n-]n2)n[n-]1,C18124909,,89.845428,1,0,0,0,0,0,0,0,0,0
Fc1ccc(/N=C(\[O-])/C(/C#N)=C(\[O-])/CCC(C)C)cc1,C55324371,,98.181267,1,0,0,0,0,0,0,0,0,0
[O-]/C(=N\c1cc(C)ccc1)/C(/C#N)=C(/[O-])\CCC,C55606787,,98.120399,1,0,0,0,0,0,0,0,0,0
Clc1c(/N=C(\[O-])/C(/C#N)=C(\[O-])/CCCCC)cccc1,C55606843,,98.255455,1,0,0,0,0,0,0,0,0,0
Clc1cc(Cl)cc(/N=C(\[O-])/C(/C#N)=C(/[O-])\[C@H]2[C@@H](C)C2)c1,C55607250,,98.40345,1,0,0,0,0,0,0,0,0,0
FC(F)(F)[C@]1([O-])C(=O)N=C(/C=C(/OCC)\[O-])C1,C12506010,,99.976761,1,0,0,0,0,0,0,0,0,0
Brc1c([O-])ccc(/C=C(/C(/[O-])=N/c2c(C)c(Cl)ccc2)\C#N)c1,C21189983,,83.390434,1,0,0,0,0,0,0,0,0,0
S(Cc1c([O-])c(C(=O)C)cc(F)c1)c1nc([O-])ccn1,C37330906,,62.183353,1,0,0,0,0,1,0,1,0,0
Clc1c(C)ccc(/N=C(\[O-])/C(=O)/C=C(\[O-])/c2ccccc2)c1,C08558300,,95.883644,1,0,0,0,0,0,0,0,0,0
Clc1ccc(C)c2[n-]c([O-])c(C=3C([O-])=NC(=S)N=3)c12,C49581316,,99.924805,1,0,0,0,0,0,0,0,0,0
P(=O)([O-])([O-])C(P(=O)([O-])[O-])(O)Cc1cc(C2=CNC(=O)C=C2)ccc1,C13678569,,91.423126,1,0,0,0,0,0,0,1,0,0
Clc1c([O-])c(/C=C/2\C(=O)N(c3c(F)cccc3)C(=S)N=C\2[O-])cc(Cl)c1,C59135790,,97.910675,1,0,0,0,0,0,0,0,0,0
O=C1/C(=N/N=C(\[O-])/[C@H]2Oc3cc(C(C)(C)C)ccc3OC2)/C([O-])=NC([O-])=N1,C06762016,,71.816322,1,0,0,0,0,0,0,0,0,0
Clc1cc(Cl)cc(/N=C(\[O-])/C(/C#N)=C(\[O-])/C[C@@H](C)C2CC2)c1,C64681883,,98.304237,1,0,0,0,0,0,0,0,0,0
[S-]c1nc([O-])c(C(=O)c2cc(F)ccc2)nn1,C67351131,,96.52478,1,0,0,0,0,0,0,0,0,0
S=C1N(c2c(C)cccc2)C([O-])=C(CC)C([O-])=N1,C13943547,,99.043823,1,0,0,0,0,0,0,0,0,0
Brc1c(-c2cnn3C([O-])=C(C)C([O-])=Nc23)cccc1,C71474625,,99.684708,1,0,0,0,0,0,0,0,0,0
FC(F)(F)CC1=C([O-])n2nccc2N=C1[O-],C71475083,,99.552612,1,0,0,0,0,1,0,0,0,0
Brc1cc(-c2c(C)nn3C([O-])=CC([O-])=Nc23)ccc1,C71475807,,99.623779,1,0,0,0,0,0,0,0,0,0
Oc1c(C(=O)[O-])cc(/N=N\c2c(CC(=O)[O-])nc3C([O-])=CC=Cn23)cc1,C71602122,,54.0327,1,0,0,0,0,1,0,1,0,0
[S-]/C(/N)=N/N=C(/C)\C(=N\[O-])\C(\[O-])=N\c1ccccc1,C05638545,,47.505573,1,0,0,0,0,1,0,0,0,0
[O-]n1c(CCCC)c(-c2ccccc2)nc1-c1c([O-])cccc1,C19205478,,81.467339,1,0,0,0,0,1,0,0,0,0
Brc1c([O-])c(Br)cc(C(=O)N2[C@]([O-])(C(F)(F)F)CC(C)=N2)c1,C19644164,,90.906578,1,0,0,0,0,0,0,0,0,0
Brc1c([O-])c(Br)cc(CC/N=C\2/C(=O)c3ccccc3C([O-])=C/2)c1,C00715736,,47.499428,1,0,0,0,0,0,0,0,0,0
Clc1c(-c2n(/N=C/c3ccc([O-])cc3)c([S-])nn2)ccc(Cl)c1,C05649476,,85.075806,1,0,0,0,0,1,0,0,0,0
Brc1cc(N2C([O-])=C(CC(=O)[O-])C(C)=NC2=S)ccc1,C20156381,,99.558693,1,0,0,0,0,0,0,0,1,0
Brc1cc(N2C(=O)/C(=C\c3c([O-])ccc(Cl)c3)/C([O-])=NC2=S)ccc1,C20436913,,70.117767,1,0,0,0,0,0,0,0,0,0
[S-]c1n(C/C(/[O-])=N/c2sc(-c3n(CC=C)c([S-])nn3)c(C)n2)c(CCC)nn1,C25515442,,97.918533,1,0,0,0,0,1,1,0,0,0
S(=O)(=O)([O-])c1cc(/C=N\c2ccccc2)c([O-])cc1,C25667118,,98.254936,1,0,0,0,0,0,0,0,0,0
[S-]c1n(/N=C/c2c([O-])ccc3ccccc23)c(-c2sccc2)nn1,C28380068,,56.13332,1,0,0,0,0,1,0,0,0,0
O=C([O-])C[C@]1(C(=O)[O-])[C@H](c2ccc(OC)cc2)c2sc([O-])nc2SC1,C32598071,,87.11142,1,0,0,0,0,0,0,0,0,0
O=C([O-])C[C@@]1(C(=O)[O-])[C@@H](c2ccc(OC)cc2)c2sc([O-])nc2SC1,C32598079,,87.11142,1,0,0,0,0,0,0,0,0,0
S(CC(=O)c1c([O-])cc([O-])cc1)C=1NC(=O)C=C([O-])N=1,C13382189,,34.421421,1,0,0,0,0,0,0,1,0,0
Clc1cc(OC)c([O-])c(/C=C/2\C(=O)N=C([N-]c3ccc(F)cc3)S\2)c1,C15013269,,40.869976,1,0,0,0,0,0,0,0,0,0
Brc1c(Br)c([N-]S(=O)(=O)CC)cc(Br)c1[O-],C35686179,,80.570808,1,0,0,0,0,1,0,0,0,0
Cl[C@@H](C)c1nc([O-])c2c(C)c(C(=O)[O-])sc2n1,C36275513,,81.935242,1,0,0,0,0,0,0,0,0,0
[S-]c1n(/N=C\c2c([O-])ccc3ccccc23)c(-c2ccc(C)cc2)nn1,C37501406,,56.894073,1,0,0,0,0,1,0,0,0,0
S(C/C(/[O-])=N/c1sc(SCC)nn1)c1c(C#N)c2nc([O-])cc([O-])c2s1,C15879923,,88.789795,1,0,0,0,0,0,0,0,0,0
Brc1cc([O-])c(C(=O)N(CC(=O)[O-])C2CC2)cc1,C44483679,,80.037682,1,0,0,0,0,0,0,0,1,0
FC(F)(F)c1ccc(/C(/[O-])=C(/C(/[O-])=N/c2c(F)ccc(C)c2)\C#N)cc1,C20444535,,99.227898,1,0,0,0,0,0,0,0,0,0
Brc1c([O-])c(Br)cc(/C=C(/C#N)\c2nc3cc(C)ccc3[n-]2)c1,C51002199,,61.663845,1,0,0,0,0,0,0,0,0,0
S([C@H](CC)C(=O)[O-])c1nc([O-])c2c(sc3C[C@H](C)CCc23)n1,C19955076,,94.792763,1,0,0,0,0,0,0,0,1,0
O=C1/C(=C/N/C(=N/c2nc(C)c3cc(C)ccc3n2)/[NH-])/C([O-])=NC([O-])=N1,C38187871,,60.485947,1,0,0,0,0,0,0,0,0,0
Brc1ccc(N2C(=O)/C(=C/c3c([O-])cc([O-])c([N+](=O)[O-])c3)/C([O-])=NC2=O)cc1,C59198144,,73.369888,1,0,0,0,0,0,0,0,0,0
Brc1c([O-])ccc(/C=C(\C(\[O-])=N\c2c(Cl)c(Cl)ccc2)/C#N)c1,C59335969,,83.451248,1,0,0,0,0,0,0,0,0,0
Clc1c([O-])c(C(C=2C(=O)CC(C)(C)CC=2[O-])C=2C(=O)CC(C)(C)CC=2[O-])cc(Cl)c1,C00763002,,60.274689,1,0,0,0,0,1,0,0,0,0
Clc1c(Cl)cccc1C(C=1C(=O)CC(C)(C)CC=1[O-])C=1C(=O)CC(C)(C)CC=1[O-],C03087823,,80.590904,1,0,0,0,0,0,0,0,0,0
Clc1c([O-])c(/C=N/N=C\c2c([O-])c(Cl)cc(Cl)c2)cc(Cl)c1,C59607290,,71.912346,1,0,0,0,0,0,0,0,0,0
Br[C@H](C[C@H](CC)[C@@](Br)(CC)C(=O)[O-])C(=O)[O-],C59898491,,99.781723,1,0,0,0,0,0,0,0,0,0
Fc1c(F)cc2c([O-])c(CCC(=O)[O-])c(C)nc2c1F,C62672708,,99.120049,1,0,0,0,0,0,0,0,0,0
Clc1c(Cl)cc(C(=O)N2CCC(CCC)(C(=O)[O-])CC2)[n-]1,C62845049,,99.116905,1,0,0,0,0,0,0,0,1,0
S(=O)(=O)([N-]N/C(/[O-])=C/C1=NC(=S)N=C([O-])C1)c1ccc(OC)cc1,C39936307,,99.993622,1,0,0,0,0,0,0,0,0,0
Fc1c(/N=C(\[O-])/C(/C#N)=C(\[O-])/c2ccc(CCC)cc2)cccc1,C63235551,,99.000351,1,0,0,0,0,0,0,0,0,0
[O-]/C(=N\c1c(C)cccc1)/C(/C#N)=C(\[O-])/C=C/c1ccccc1,C58303475,,98.308586,1,0,0,0,0,0,0,0,0,0
[O-]/C(=N\C1(C#N)CCCC1)/C1=C([O-])N(c2cc(C)cc(C)c2)CC1,C65056889,,89.07251,1,0,0,0,0,0,0,0,0,0
Clc1c(/N=C(\[O-])/C(/C#N)=C(\[O-])/C=C(/C)\c2ccc(F)cc2)ccc(Cl)c1,C65650980,,98.316055,1,0,0,0,0,0,0,0,0,0
Clc1c(Cl)cccc1/N=C(\[O-])/C(/C#N)=C(\[O-])/C=C(/C)\c1ccc(F)cc1,C65651145,,98.368637,1,0,0,0,0,0,0,0,0,0
FC(F)(F)c1c(F)ccc(/C(/[O-])=C(/C(/[O-])=N/c2c(F)cccc2)\C#N)c1,C65650520,,99.345978,1,0,0,0,0,0,0,0,0,0
O=C1C(/C(=N/c2ccccc2)/[N-]c2ccccc2)=C([O-])c2ccccc2C1=O,C26331081,,99.979691,1,0,0,0,0,0,0,0,0,0
Clc1ccc(N2C([O-])=C(/C(/[O-])=N/[C@@H](C#N)c3c(C)cccc3)CC2)cc1,C66402572,,89.402832,1,0,0,0,0,0,0,0,0,0
Clc1c(/N=C(\[O-])/C(/C#N)=C(/[O-])\C[C@H](C)C2CC2)c(Cl)ccc1,C64681819,,98.399269,1,0,0,0,0,0,0,0,0,0
O=C([O-])CC[C@H](C)[C@@H]1[C@@]2(C)CC[C@@H]3[C@@]4(C)CC[C@@H](C(=O)[O-])C[C@H]4C[C@@H](C(=O)[O-])[C@@H]3[C@H]2CC1,C04293108,,96.877319,1,0,0,0,0,0,0,0,0,0
O=C1C(=C([O-])N(C)c2ccccc12)C=1/C(=C/c2c([O-])cccc2)/C([O-])=NN=1,C13409505,,53.524456,1,0,0,0,0,0,0,0,0,0
BrC(C(F)(F)F)(C(F)(F)F)/C(/[O-])=N/c1ncn[n-]1,C68574043,,96.083145,1,0,0,0,0,0,0,0,0,0
FC(F)(F)c1c(/N=C(\[O-])/C(/C#N)=C(\[O-])/[C@H](C)Cc2cc(F)ccc2)cccc1,C69285558,,98.636948,1,0,0,0,0,0,0,0,0,0
Clc1c(/C(/[O-])=C(/C(/[O-])=N/CC#C)\C#N)nc(Cl)cc1,C55660245,,97.192032,1,0,0,0,0,0,0,0,0,0
Clc1c(-c2cnn3C([O-])=C(C)C([O-])=Nc23)cccc1,C71474583,,99.687729,1,0,0,0,0,0,0,0,0,0
Brc1cc(-c2cnn3C([O-])=C(C)C([O-])=Nc23)ccc1,C71474623,,99.681595,1,0,0,0,0,0,0,0,0,0
S([C@@H](C)C(=O)[O-])c1nc([O-])c2c(-c3ccc(C)cc3)csc2n1,C71564266,,94.934837,1,0,0,0,0,0,0,0,0,0
O=C([O-])[C@@H]1[C@@H]2[C@@](C)(C(=O)[O-])CC(=O)C=C2[C@H]2CC[C@@H]3C(=C)C[C@]12C3,C71757472,,98.60183,1,0,0,0,0,0,0,0,0,0
Cl[C@@]12C(=O)[C@]3([O-])C(=O)C(C(=O)N)=C([O-])[C@H](N(C)C)[C@H]3C[C@@H]1C(=C)c1cccc([O-])c1C2=O,C37246166,,50.504192,1,0,0,0,0,0,0,0,0,0
Clc1c(C)cc(S(=O)(=O)[N-]c2n3C=Cc4ccccc4-c3nn2)c([S-])c1,C01650665,,99.710724,1,0,0,0,0,0,0,0,0,0
O=[N+]([O-])c1c([O-])c(OC)cc(-c2nc([O-])c3c(sc4CCCCc34)n2)c1,C19787659,,41.514496,1,0,0,0,0,0,0,0,0,0
O=[N+]([O-])c1c([O-])nc(/C=C/c2c(OCc3ccccc3)cccc2)nc1[O-],C09295551,,98.055428,1,0,0,0,0,0,0,0,0,0
Clc1c(-c2n(/N=C/c3c([O-])c(OCC)ccc3)c([S-])nn2)cccc1,C05960237,,72.063194,1,0,0,0,0,1,0,0,0,0
S(=O)(=O)([N-]/N=C(\C)/c1c([O-])c2ccccc2cc1)c1cc([N+](=O)[O-])ccc1,C17078663,,98.260696,1,0,0,0,0,0,0,1,1,0
S=C1N(c2cc(C)ccc2)c2nc(-c3ccc(F)cc3)cc(C(=O)[O-])c2C([O-])=N1,C20605713,,98.941437,1,0,0,0,0,0,0,0,0,0
[S-]c1n(/N=C/c2c(OCC(=O)[O-])cccc2)c(-c2c(OC)cccc2)nn1,C24091781,,88.890198,1,0,0,0,0,1,0,0,1,0
Clc1c([O-])c(Cl)cc([N-]S(=O)(=O)c2cc([N+](=O)[O-])ccc2)c1C,C05921439,,81.822472,1,0,0,0,0,1,0,0,0,0
[S-]c1n(CC/C(/[O-])=N/c2sc(CC(C)C)nn2)c(-c2cc(C)ccc2)nn1,C25445312,,96.386826,1,0,0,0,0,1,0,1,0,0
O=C([O-])COc1ccc(/C=C(\C#N)/c2nc([O-])c3c(sc4C[C@@H](C)CCc34)n2)cc1,C12532444,,95.704819,1,0,0,0,0,0,0,0,0,0
Clc1c(OCc2n(C)c(SCC(=O)c3c([O-])cc([O-])cc3)nn2)cccc1,C25893363,,42.40789,1,0,0,0,0,0,0,0,0,0
Clc1c(Cn2ncc(C(OCC(=O)c3c([O-])cc([O-])cc3)=O)c2)cccc1,C26241622,,46.762604,1,0,0,0,0,0,0,0,0,0
[S-]c1n(/N=C\c2c([O-])cc(N(CC)CC)cc2)c(C2CCCCC2)nn1,C02356630,,94.833603,1,0,0,0,0,1,0,0,0,0
S(CC(=O)c1c([O-])cc([O-])cc1)C=1N(c2nccc(C)c2)C(=O)c2ccccc2N=1,C29772887,,40.492172,1,0,0,0,0,0,0,0,0,0
O(C)c1cc(OC)cc(/C(/[O-])=N/c2scc(-c3ccc4oc([O-])nc4c3)n2)c1,C31849600,,99.570114,1,0,0,0,0,0,0,0,0,0
O(C)c1cc(OC/C(/[O-])=N/c2scc(-c3ccc4oc([O-])nc4c3)n2)ccc1,C31849686,,99.570435,1,0,0,0,0,0,0,0,1,0
[O-]/C(=N\c1sc2c(-c3sccc3)nnc([O-])c2n1)/c1cc(C)cc(C)c1,C35587859,,97.124107,1,0,0,0,0,0,0,0,0,0
Clc1c([O-])c(/C=N/[N-]S(=O)(=O)c2cc([N+](=O)[O-])c(C)cc2)cc(Cl)c1,C07942386,,60.920593,1,0,0,0,0,0,0,0,0,0
Fc1ccc(N2CCN([C@@H](C(=O)[O-])c3c(C(=O)[O-])n(C)c4ccccc34)CC2)cc1,C36357178,,95.160088,1,0,0,0,0,0,0,0,0,0
O=C([O-])c1ccc(/C=C(\C#N)/c2nc([O-])c3c(sc4CCCCc34)n2)cc1,C13598464,,95.261391,1,0,0,0,0,0,0,0,0,0
Clc1c([N-]S(=O)(=O)c2cc(/N=C/c3c([O-])c(OC)ccc3)ccc2)cccc1,C06787460,,93.143097,1,0,0,0,0,1,0,0,0,0
Brc1cc(/C(/[O-])=N/C(=S)/N=C/2\C=CC3=NC([O-])=NC3=C\2)c(Cl)cc1,C39960125,,96.743896,1,0,0,0,0,0,0,0,0,0
Brc1c(OC)c([N-]S(=O)(=O)c2c(C)nc([O-])s2)cc(Cl)c1,C40431641,,93.321831,1,0,0,0,0,0,1,0,0,0
S(Cc1nc(SCc2nc([O-])c3ccccc3n2)nc([O-])c1)C(C)C,C41631356,,75.845947,1,0,0,0,0,1,0,0,0,0
Brc1c(-c2n(/N=C/c3c([O-])c(OC)ccc3)c([S-])nn2)cccc1,C06007372,,72.092781,1,0,0,0,0,1,0,0,0,0
[O-]C=1N(Cc2ccc(-c3c(-c4nnn[n-]4)cccc3)cc2)[C@H](CCC)CC2=NC=NC=12,C52542037,,96.203857,1,0,0,0,0,0,0,0,1,0
O=C1N(Cc2ccc(-c3c(-c4nnn[n-]4)cccc3)cc2)[C@H](CCC)CC([O-])=C1,C52541970,,97.445503,1,0,0,0,0,0,0,0,0,0
Clc1c([O-])c(OCC)cc(-c2nc([O-])c3cc([N+](=O)[O-])ccc3n2)c1,C53856419,,66.999184,1,0,0,0,0,0,0,0,0,0
O=C([O-])COc1ccc(/C=C/2\C(=O)N=C([N-]c3c(C)cc(C)cc3)S\2)cc1,C54153153,,93.554199,1,0,0,0,0,0,0,0,0,0
O=C1C(/C(=N/N=C\2/C([O-])=Nc3ccccc/23)/C)=C([O-])N(c2ccccc2)c2ccccc12,C12362245,,96.260849,1,0,0,0,0,0,0,0,0,0
Clc1ccc(OC/C(/[O-])=N/c2nn3C([O-])=CC(CCC)=Nc3n2)cc1,C09046013,,98.690567,1,0,0,0,0,1,0,0,0,0
Cl/C(=C\c1cc([N+](=O)[O-])c([O-])cc1)/c1nc([O-])c2cccc(C)c2n1,C26765007,,68.245079,1,0,0,0,0,0,0,0,0,0
O=C/1N(c2ccccc2)N=C([O-])\C\1=C/c1n(-c2ccc3C(=O)N=C([O-])c3c2)ccc1,C06045573,,93.236,1,0,0,0,0,0,0,0,0,0
Clc1c(OCC(=O)[O-])ccc(/C=C(\C(\[O-])=N\c2ccc(CC)cc2)/C#N)c1,C59247911,,99.864281,1,0,0,0,0,0,0,0,0,0
Clc1c(C)ccc(N2C(=O)/C(=C/c3c([O-])c(C)cc([N+](=O)[O-])c3)/C([O-])=N2)c1,C33334161,,88.456337,1,0,0,0,0,0,0,0,0,0
Clc1c(/N=C(\[O-])/C(=C/c2ccc(O[C@H](C)C(=O)[O-])cc2)/C#N)ccc(Cl)c1,C59678863,,99.817673,1,0,0,0,0,0,0,0,0,0
S(=O)(=O)(/N=C(/[N-]c1nc(C)cc(C)n1)\[N-]c1cc(C)c(C)cc1)c1ccccc1,C13517490,,99.827873,1,0,0,0,0,0,0,0,0,0
Brc1c(/N=C(\[O-])/C=2OCCOC=2)c(C(=O)[O-])cc(Br)c1,C62825080,,99.337814,1,0,0,0,0,0,0,1,0,0
Fc1cc(-n2nc(/C(/[O-])=C(/C(/[O-])=N/c3c(OC)cccc3)\C#N)cc2)ccc1,C63235701,,98.134399,1,0,0,0,0,0,0,0,0,0
O=C([O-])[C@@H](Oc1cc(-c2nc([O-])c3c(sc4SCCCc34)n2)ccc1)C,C63579712,,93.808067,1,1,0,0,0,0,0,0,0,0
O=C([O-])[C@H]1CN(c2nc([O-])c3scc(-c4cc(OC)ccc4)c3n2)CCC1,C64611769,,71.677856,1,0,0,0,0,0,0,0,0,0
Fc1ccc(-c2nc(/N=C(\[O-])/C(=O)c3ccc(C(C)(C)C)cc3)[n-]n2)cc1,C66043827,,96.628456,1,0,0,0,0,0,0,0,0,0
Clc1c(OC)ccc(/N=C(\[O-])/C(/C#N)=C(\[O-])/[C@H](Oc2cc(C#N)ccc2)C)c1,C67893532,,99.637901,1,0,0,0,0,0,0,0,0,0
O=[N+]([O-])c1c(OCC(=O)[O-])ccc(/C=C/c2nc3c([O-])cccc3cc2)c1,C68042188,,64.642174,1,0,0,0,0,0,0,0,0,0
[O-]/C(=N\c1cc(-c2nnn[n-]2)ccc1)/C(=C\c1c(C)n(CCC)c(C)c1)/C#N,C70731051,,97.319115,1,0,0,0,0,0,0,0,0,0
Clc1ccc(S(=O)(=O)/N=C\2/C(=C(\OCC)/[O-])/C(C)=Nc3ccccc3[N-]/2)cc1,C09506832,,99.95932,1,0,0,0,0,0,0,0,0,0
FC(F)(F)CC1=C([O-])n2nc(C)c(-c3ccc([N+](=O)[O-])cc3)c2N=C1[O-],C71474974,,99.807068,1,0,0,0,0,0,0,0,0,0
Clc1cc(C)c(/N=N\c2c(C(=O)[O-])nc3n2C=C(C(=O)[O-])C=C3)cc1,C71592596,,65.471214,1,0,0,0,0,0,0,0,0,0
Fc1ccc(N2C(=O)/C(=C\c3oc(-c4ccc(C(=O)[O-])cc4)cc3)/C(=O)N=C2[O-])cc1,C17112200,,99.153847,1,0,0,0,0,0,0,0,0,0
O=C1C(C(c2scnc2)C2=C([O-])Oc3ccccc3C2=O)=C([O-])Oc2ccccc12,C09831804,,96.17691,1,0,0,0,0,0,0,0,0,0
O=[N+]([O-])c1c([O-])cc2[C@]3(C)CCC[C@@](C)(C(=O)[O-])[C@@H]3CCc2c1,C04127821,,80.380539,1,0,0,0,0,0,0,0,1,0
S=C1S/C(=C/c2c([O-])c([N+](=O)[O-])cc(Cc3ccccc3)c2)/C([O-])=N1,C19594105,,97.711395,1,0,0,0,0,0,0,0,0,0
S(Cc1c(F)cccc1)c1n(Cc2ccccc2)c2c([O-])nnc([O-])c2n1,C04398438,,29.912848,1,0,0,0,0,0,0,0,1,0
Clc1c([C@@H]([CH-][N+](=O)[O-])C=2C(=O)c3ccccc3C=2[O-])c(Cl)ccc1,C04337607,,94.611923,1,0,0,0,0,0,0,0,0,0
S(CC(=O)c1c([O-])cc([O-])cc1)C=1N(C)C(=O)c2c(C)c(C)sc2N=1,C03569159,,42.558502,1,0,0,0,0,0,0,0,0,0
[O-]/C(=N\c1scc(-c2ccc(C(C)(C)C)cc2)n1)/c1nnc([O-])cc1,C28715261,,80.325333,1,0,0,0,0,0,0,0,0,0
S(CCC(C)C)c1n(Cc2ccccc2)c2c([O-])nnc([O-])c2n1,C08618899,,29.143978,1,0,0,0,0,0,0,0,0,0
[S-]c1n(C)c(Cc2nc(/N=C(\[O-])/c3sc(C)c(C)c3)sc2)nn1,C32787072,,99.368568,1,0,0,0,0,1,0,0,0,0
O=C(/C=C/c1c([O-])ccc2ccccc12)C1=C([O-])N(C)c2ccccc2C1=O,C04267287,,50.366508,1,0,0,0,0,0,0,0,0,0
O=C(/C=C(\[O-])/C)c1c([O-])n(-c2scc(-c3ccc(C)cc3)n2)nc1C,C05625994,,82.224915,1,0,0,0,0,0,0,0,0,0
Fc1ccc(-c2nc3nn(-c4ccccc4)c([O-])c3c([O-])c2)cc1,C08770498,,70.780045,1,0,0,0,0,0,0,0,0,0
Brc1cc(C(=O)/C(/C#N)=C(/[O-])\c2ccc(F)cc2)[n-]c1,C48529643,,99.400742,1,0,0,0,0,1,0,0,0,0
Brc1cc([O-])c(/C(/[O-])=N/c2sc(C(F)F)nn2)cc1,C49450105,,86.404205,1,0,0,0,0,1,1,1,0,0
S(CC)c1nc([O-])c2[C@@H](c3ncccc3)C3=C([O-])CC(C)(C)CC3=Nc2n1,C05931279,,53.948639,1,0,0,0,0,0,0,0,0,0
S(Cc1n(c([S-])nn1)-c1ccccc1)c1nc([O-])c2ccccc2n1,C06492099,,76.41021,1,0,0,0,0,1,0,1,0,0
Brc1cc(/C=C/C(=O)C=2C(=O)OC(C)=CC=2[O-])c([O-])cc1,C03995507,,86.791573,1,0,0,0,0,0,0,0,0,0
Brc1ccc2N=C([O-])/C(=N\[N-]S(=O)(=O)c3ccccc3)/c2c1,C06603184,,93.688126,1,0,0,0,0,0,0,0,0,0
Clc1c([O-])c(OC)cc(C[C@@H](C(=O)[O-])c2ccc(F)cc2)c1,C57989863,,59.584045,1,0,0,0,0,0,0,0,0,0
S([C@@H](C)C(=O)[O-])c1nc([O-])c2c(-c3sccc3)csc2n1,C20372868,,94.969162,1,0,0,0,0,0,0,0,1,0
O=C([O-])[C@H](Oc1ccc(/C=C(\C(\[O-])=N\c2cc(C)c(C)cc2)/C#N)cc1)C,C59249695,,99.819122,1,0,0,0,0,0,0,0,0,0
Clc1c(OCC(=O)[O-])ccc(/C=C(\C(\[O-])=N\c2cc(C)ccc2)/C#N)c1,C59250275,,99.864288,1,0,0,0,0,0,0,0,0,0
Clc1c(C)c(/N=C(\[O-])/C(=C\c2ccc(O[C@H](C)C(=O)[O-])cc2)/C#N)ccc1,C59303104,,99.818886,1,0,0,0,0,0,0,0,0,0
S(CC)c1nc([O-])c2[C@H](c3sccc3)/C(=C(/OC)\[O-])/C(C)=Nc2n1,C13147144,,74.689903,1,0,0,0,0,0,0,0,0,0
Clc1c([O-])ccc(/C=C/C(=O)c2cc(O[C@@H](C)C(=O)[O-])ccc2)c1,C62692638,,82.456139,1,0,0,0,0,0,0,0,1,0
Brc1ccc(/N=C(\C)/C(=N\[O-])/C(/[O-])=N/c2ccccc2)cc1,C45920360,,99.992447,1,0,0,0,0,0,0,0,0,0
Fc1ccc(/N=C(\[O-])/C(/C#N)=C(/[O-])\c2c(OC)cc(OC)cc2)cc1,C58285512,,98.675659,1,0,0,0,0,0,0,0,0,0
O=C1N(Cc2ccccc2)C=CC=C1/C(/[O-])=C(/C(/[O-])=N/c1cc(C)ccc1)\C#N,C64681640,,98.900963,1,0,0,0,0,0,0,0,0,0
Clc1c(C)cc(/N=C(\[O-])/C(/C#N)=C(\[O-])/C[C@@H](C)C2CC2)c(OC)c1,C64681662,,98.229797,1,0,0,0,0,0,0,0,0,0
Clc1c(/N=C(\[O-])/C(/C#N)=C(\[O-])/c2nc(COC)sc2)ccc(Cl)c1,C65046356,,99.361473,1,0,0,0,0,0,0,0,0,0
Clc1c(Cl)cccc1/N=C(\[O-])/C(/C#N)=C(\[O-])/c1nc(C)sc1,C65651155,,99.312599,1,0,0,0,0,0,0,0,0,0
Fc1c(/N=C(\[O-])/C(/C#N)=C(\[O-])/[C@H]2[C@H](c3cc(F)ccc3)C2)ccc(F)c1,C65651272,,99.005539,1,0,0,0,0,0,0,0,0,0
O=C([O-])c1ccc(/N=C(\[O-])/C(=C\c2cc(C)c(OC)c(C)c2)/C#N)cc1,C66406275,,98.63839,1,0,0,0,0,0,0,0,0,0
[S-]C1=N[C@@H](c2cc(C)cc(C)c2)/C(=C(/[O-])\c2ccncc2)/C(C(OC)=O)=N1,C67116558,,70.007401,1,0,0,0,0,0,0,0,0,0
Fc1ccc(-c2nc(/N=C(\[O-])/C(=C\c3ccc(C)cc3)/C#N)[n-]n2)cc1,C67774090,,96.813293,1,0,0,0,0,0,0,0,0,0
Clc1c(Cl)cccc1/N=C(\[O-])/C(/C#N)=C(/[O-])\c1nc(C)sc1,C65651155,,99.312599,1,0,0,0,0,0,0,0,0,0
