wash.smiles,active_ID,ID,%C,real_activity,U5,U4,U1,U3,U2,autoph4,dbautoph4,elucidator,reversefp
S=C1N(CCCC(OCCC)=O)C(=O)/C(=C\c2cc(OCC)c(OCc3cc(C)ccc3)cc2)/S1,,C40939050,100,0,0,0,1,0,1,0,0,0,0
Brc1c(OCCC(C)C)c(OCC)cc(-c2c(C(OC)=O)c(C)nc(C)c2C(OC)=O)c1,,C54618467,98.19558,0,0,0,1,0,1,0,0,0,1
FC(F)(F)c1cc([C@H](O[C@H](OCC(OC)=O)C(=O)c2ccc(F)cc2)C)cc(C(F)(F)F)c1,,C65734931,100,0,0,0,1,0,1,0,0,0,1
O=C(N(CC[C@@]1(CCC(C)C)C[C@@H](C(C)C)OCC1)Cc1occc1)C,,C02109292,100,0,0,0,1,0,1,0,0,0,1
O=C(N(CC[C@]1(CCC(C)C)C[C@H](C(C)C)OCC1)Cc1occc1)C,,C02109291,100,0,0,0,1,0,1,0,0,0,1
O(C)C[C@@H](C)n1c(C)c(C(=O)COc2cccc3ccccc23)cc1C,,C06010680,100,0,0,0,1,0,1,0,0,0,0
Clc1ccc2C(=O)N(CCC(C)C)C(SCCCC#N)=Nc2c1,,C07238106,96.6418,0,0,0,1,0,0,0,0,0,1
S=C1N(CCOc2ccccc2)C(=O)/C(=C/c2ccc(OCC)cc2)/S1,,C09188355,100,0,0,0,1,0,1,0,0,0,0
O=C(N(Cc1sccc1)Cc1occc1)COc1cc(C)c(C)cc1,,C09204446,100,0,0,0,0,0,1,0,0,0,1
O=C(N(C)Cc1oc(C)cc1)CCC(=O)c1ccc(-c2ccccc2)cc1,,C12991879,100,0,0,0,1,0,1,0,0,1,0
S(=O)(=O)(N(CCc1ccccc1)Cc1ccccc1)c1c(C#N)cccc1,,C16093915,100,0,0,0,1,0,1,0,0,0,1
O=C(N(C)Cc1ccc(N(C)C)cc1)c1cc(OCc2sccc2)ccc1,,C32806328,100,0,0,0,0,0,1,0,0,0,0
O=C(N(CC=C)Cc1n(Cc2c(C)ccc(C)c2)ccn1)c1ccc(C)cc1,,C35637172,74.526176,0,0,0,1,0,1,0,0,0,1
Clc1sc(S(=O)(=O)N(CC(F)(F)F)C(CC)CC)cn1,,C38110039,100,0,0,0,1,0,1,0,0,0,0
FC(F)(F)c1cc(CC(=O)N(C)Cc2cn(Cc3ccccc3)nc2)ccc1,,C40005370,99.961525,0,0,0,1,0,1,0,0,0,0
S=C1N(CCCOC)C(=O)/C(=C/c2ccc3N(CC=C)CCCc3c2)/S1,,C40114021,100,0,0,0,1,0,0,0,1,0,0
O(CC([O-])=C(C#N)c1sc2ccccc2n1)c1c([C@@H](C)CC)cccc1,,C41500368,90.93087,0,0,0,1,0,1,0,0,0,0
Brc1c(C)cc(S(=O)(=O)N(CCOC)[C@H](C)CC)cc1,,C42267135,100,0,0,0,1,0,1,0,0,0,1
Brc1c(S(=O)(=O)N(CCOC)[C@H](C)CC)c(F)cc(F)c1,,C42267164,100,0,0,0,1,0,1,0,0,0,1
Clc1c(S(=O)(=O)N(CCOC)Cc2cscc2)cc(Cl)cc1,,C44446999,100,0,0,0,1,0,1,0,0,1,1
Brc1ccc(OCCSc2n(CC=C)c(C)nn2)cc1,,C47821973,99.515724,0,0,0,1,1,1,0,0,0,0
Brc1c(OCc2nc(CCC)sc2)c(OC)cc(C=O)c1,,C49276409,100,0,0,0,1,0,1,0,0,1,1
S(=O)(=O)(N(Cc1n(C)ccc1)Cc1sccc1)Cc1cc(C)ccc1,,C49410100,100,0,1,0,1,0,1,0,0,0,0
Clc1cc(Cn2c(CN(CCOC)C(=O)CC(C)C)ccc2)ccc1,,C04716858,100,0,0,0,1,0,1,0,0,0,1
S(CC=C)CC(=O)Oc1ccc2C(=O)C(c3ccccc3)=COc2c1,,C51013456,100,0,0,0,0,0,0,0,0,0,0
Clc1c(OCCC(=O)[C@H](C#N)c2scc(-c3ccccc3)n2)cccc1,,C51534145,52.202721,0,0,0,1,0,1,0,0,0,0
Clc1sc(CN(C)C(=O)c2c(S[C@H](C)C(OC)=O)cccc2)cc1,,C55011491,100,0,0,0,1,0,1,0,0,1,0
Clc1c(N2CCC(C(=O)N(CC=C)CC=C)CC2)ncc(C(F)(F)F)c1,,C57626018,99.576439,0,0,0,0,0,0,0,0,0,0
S([C@H](C)C(=O)N(C)Cc1cc(F)ccc1)c1n(CC(C)C)c(C)c(C)[nH+]1,,C57651159,57.088593,0,0,0,0,0,0,0,0,0,0
Fc1cc(-n2c(CN(Cc3occc3)Cc3cnccc3)ccc2)ccc1,,C13569418,62.948074,0,0,0,0,0,0,0,0,0,0
O=C(N(Cc1sccc1)Cc1occc1)CCc1ccc(C#N)cc1,,C24461589,100,0,0,0,0,0,0,0,0,0,0
Clc1c(Cn2ncc(C(=O)N(CC(C)C)CC(F)(F)F)c2)cccc1,,C58182264,99.993767,0,0,0,0,0,1,0,0,0,1
S(Cc1onc(C)c1)c1c(C(=O)N(CC)Cc2cc(F)ccc2)cccc1,,C52753957,100,0,0,0,0,0,0,0,0,0,0
S([C@H](C)C(=O)N(CCC#N)c1ccccc1)c1ccc(OCC)cc1,,C31326237,100,0,0,0,1,0,1,0,0,1,0
FC(F)(F)Oc1c(CN(C)C(=O)CCOc2ccccc2)cccc1,,C58618611,100,0,0,0,1,0,1,0,0,0,1
O=C(N(CC)c1c(C)ccc(C)c1)CCc1c(C)n(CC(C)C)nc1C,,C58714102,99.791847,0,0,0,1,0,1,0,0,0,1
Fc1cc(COc2c(CC=C)cc(/C=C(\C(=O)N(C)C)/C#N)cc2)ccc1,,C59334760,100,0,0,0,0,0,1,0,0,0,0
Brc1c(OCC=C)c(CC=C)cc(/C=C(\C(=O)N(C)C)/C#N)c1,,C59334840,100,0,0,0,1,0,1,0,0,0,0
S(=O)(=O)(N(CCOC)CC(F)(F)F)c1ccc(CC(C)C)cc1,,C60186915,100,0,0,0,1,0,0,0,0,1,0
S(CC(=O)c1c(C)n(CCC=2CCCCC=2)c(C)c1)c1sc(C)nn1,,C60385535,99.99704,0,0,0,1,0,1,0,0,1,1
Brc1ccc(-c2occ(CSCC(OCC)=O)n2)cc1,,C63846441,100,0,0,0,0,0,1,0,0,0,0
S(=O)(=O)([C@H](C)c1ccc(OC(F)F)cc1)c1ccc(OCC)cc1,,C63860900,100,0,0,0,1,0,0,0,0,1,0
Clc1c(-c2occ(CS[C@@H](C)C(=O)N(CC)CC)n2)cccc1,,C64410110,100,0,0,0,0,0,1,0,0,0,0
Brc1cc(F)c(OC(=O)[C@H](OC[C@H]2OCCC2)C(C)C)cc1,,C65715585,100,0,0,0,1,0,1,0,0,1,0
S(=O)(=O)(Cc1nc(CC)sc1)[C@@H](C)c1ccc(OC(F)(F)F)cc1,,C65762792,100,0,0,0,1,0,1,0,0,0,1
Clc1n(CC(C)C)nc(C)c1/C=C/C(=O)N(CC=C)CC(F)(F)F,,C66292196,99.966423,0,0,0,0,0,0,0,0,0,0
Clc1c(CS(=O)CCCc2onc(-c3sccc3)n2)ccc(F)c1,,C66297965,99.996162,0,0,0,1,0,1,0,0,1,1
S(=O)(=O)(Cc1nc(CC)sc1)[C@H](C)c1ccc(OC(F)(F)F)cc1,,C66503583,100,0,0,0,1,0,1,0,0,0,1
Fc1c(-c2scc(CN(CCCC)[C@@H]3CS(=O)(=O)CC3)n2)cccc1,,C66559308,66.150497,0,0,1,1,1,1,0,1,0,0
S(=O)(=O)(N(C)[C@@H](C)C1CC1)N(CCC)[C@H]1CCc2ccccc2C1,,C66913078,100,0,0,0,1,0,1,0,0,0,0
S([C@H](C)C(=O)N(CCC#N)c1ccc(F)cc1)c1c(OC)cccc1,,C67007562,100,0,0,0,1,0,1,0,0,0,0
S(=O)(CCCc1onc(-c2sccc2)n1)Cc1c(C)cc(C)cc1C,,C67224259,99.996155,0,0,0,1,0,1,0,0,1,1
S(=O)(Cc1oc(-c2sccc2)cn1)[C@@H](C)c1ccc(OC(F)F)cc1,,C67484808,100,0,0,0,1,0,1,0,0,1,1
S(Cc1n(C)c(SCC(=O)Nc2cc(C)c(C)cc2)nn1)Cc1ccccc1,,C01108941,99.708282,0,0,0,1,0,1,1,0,0,0
Clc1sc(C(=O)CCC(O[C@H](C)C(=O)Nc2c(C)cc(C)cc2C)=O)cc1,,C05301909,100,0,0,0,1,0,1,1,1,1,1
Clc1sc(C(=O)CCC(O[C@@H](C)C(=O)Nc2c(C)cc(C)cc2C)=O)cc1,,C05301913,100,0,0,0,1,1,1,1,1,1,1
Clc1c(C(=O)NC[C@@H](OC(=O)c2cc(C(F)(F)F)ccc2)CC#N)cccc1,,C05679031,100,0,0,0,1,0,1,0,0,0,1
Clc1ccc(S(=O)(=O)NCCCn2c(C3CC3)cc(C(F)(F)F)n2)cc1,,C02777819,96.728241,0,0,0,1,0,1,1,0,0,0
S(=O)(=O)(N(CC)CC)c1cc(NC(=O)Cc2cc(C(F)(F)F)ccc2)ccc1,,C06271202,100,0,0,0,0,0,1,0,1,0,0
Clc1c(CN(S(=O)(=O)c2ccc(Cl)cc2)CC(=O)NCC=C)cccc1,,C02938280,100,0,0,0,1,0,1,1,0,0,1
Brc1ccc(COc2ccc(/C=C(/C(=O)NCCOC)\C#N)cc2)cc1,,C06735315,100,0,0,0,1,0,1,1,0,0,0
Clc1c(Cl)ccc(S(=O)(=O)N(CC=C)CC(=O)NCC(F)(F)F)c1,,C06904828,100,0,0,0,1,0,1,0,1,1,1
S(CC)c1ccc(-c2c(/C=C(\C(=O)NCC=C)/C#N)cn(-c3ccccc3)n2)cc1,,C08325742,99.988541,0,0,0,0,0,1,0,0,0,0
S(=O)(=O)(N(CC)CC)c1cc(C(=O)Nc2c(C(C)C)cccc2C(C)C)ccc1,,C03552368,100,0,0,0,1,0,1,0,1,0,0
Clc1c(NC(=O)[C@@H](OC(=O)CCC(=O)c2sc(Cl)cc2)C)ccc(F)c1,,C09488905,100,0,0,0,1,1,1,1,1,1,1
S(CC(=O)N[C@@H](C)c1sccc1)c1n(C[C@@H]2OCCC2)c(-c2ccccc2)c[nH+]1,,C11641538,97.73378,0,0,0,0,0,0,0,1,0,0
S(CCCC(=O)N(CC=C)c1sc2CCCCc2n1)c1[nH]c2ccccc2n1,,C12569522,85.62011,0,0,0,1,0,1,0,1,0,1
S([C@@H](C)C(=O)Nc1cc(C(F)(F)F)ccc1)c1n(CC=C)c(C2CC2)nn1,,C12803071,99.628967,0,0,0,1,0,1,0,0,0,0
S(=O)(=O)(N(CC=C)CC(=O)Nc1ccc(C(F)(F)F)cc1)c1sccc1,,C14352852,100,0,0,0,1,0,1,1,1,1,1
S(=O)(CCC1=C(/C=C/c2ccc(N(C)C)cc2)NC(C)=NC1=O)Cc1ccccc1,,C16856042,97.438332,0,0,0,1,0,1,1,0,1,1
FC(F)(F)c1cc(-n2nc(C)c3cc(C(=O)NCCCOCC)sc23)ccc1,,C17401246,99.985184,0,0,0,1,0,1,1,0,1,0
Clc1c(C)cc(OCCCC(=O)N[C@@H](C)c2ccc(-n3cncc3)cc2)cc1,,C18048141,89.319946,0,0,0,0,0,1,1,0,0,0
FC(F)(F)CNC(=O)COC(=O)c1oc(-c2cc(C(F)(F)F)ccc2)cc1,,C21183583,100,0,0,0,0,0,1,0,0,1,0
Clc1c(C)c(-n2c(SCC(=O)N[C@@H](Cc3ccccc3)C(=O)C)ncc2)ccc1,,C21533756,81.658257,0,0,0,1,0,1,1,0,1,0
S(CC(=O)c1sc(CCNC(=O)C)cc1)c1n(-c2c(C)ccc(C)c2)ccn1,,C26047643,80.734322,0,0,0,1,0,1,1,0,0,0
S(=O)(=O)(N(CCCC(=O)N[C@H](C)c1ccc(C)cc1)c1cc(C)c(C)cc1)C,,C30853197,100,0,0,0,1,0,1,1,1,0,1
Clc1ccc(OCCOC[C@H](O)CSc2ncnc3ccsc23)cc1,,C32854361,99.919655,0,0,0,1,1,1,1,1,1,0
O=C(NCC=C)c1c(C)n(CC(C)C)c(-c2nc(-c3cc(CC)ncc3)sc2)c1,,C33586138,95.649536,0,0,0,0,0,0,0,0,0,0
Fc1c(-c2scc(C(=O)NCCOC)n2)ccc(OCc2ccc(F)cc2)c1,,C34713202,100,0,0,0,1,1,1,1,0,1,0
Fc1ccc(C(=O)N(CCC)Cc2c(N(C)C)ccc(NC(=O)CCC)c2)cc1,,C34921602,100,0,0,0,0,0,1,1,0,0,0
Fc1cc(C(=O)N(CC(C)C)Cc2c(N(C)C)ccc(NC(=O)CC)c2)ccc1,,C35619208,100,0,0,0,1,0,1,1,0,0,0
Fc1c(COc2cc(-c3scc(C(=O)NCCOC)n3)ccc2)cc(F)cc1,,C35895683,100,0,0,0,1,0,1,1,0,1,0
Fc1c(F)ccc(Cn2c(C(=O)NCCOC)cc3c(OCC=C)cccc23)c1,,C35927756,100,0,0,0,1,0,1,1,0,0,0
Clc1cc(CN([C@H](C)CC)C(=O)CC)c(OCc2scc(CO)n2)cc1,,C36094462,100,0,0,0,1,0,1,0,1,0,1
S(CC(=O)NCc1c(F)cccc1)Cc1c(n(-c2ccccc2)nc1)-n1cccc1,,C02948354,99.963814,0,0,0,0,0,0,1,0,0,0
Clc1cc(N(S(=O)(=O)C)[C@@H](C)C(=O)N[C@H](CC(C)C)c2ccccc2)ccc1,,C30754547,100,0,0,0,1,0,1,1,1,0,1
FC(F)(F)Oc1ccc(/C=C/C(=O)NCc2c(Cn3cncc3)cccc2)cc1,,C40023575,80.766747,0,0,0,0,0,0,1,1,0,0
S(=O)(=O)(CC(=O)N[C@H](C)CCC(C)C)Cc1nc(-c2sccc2)sc1,,C32929880,100,0,0,0,1,0,1,1,0,1,1
Clc1c(C)ccc(Cc2sc(NC(=O)CCS(=O)(=O)CC(C)C)nc2)c1,,C40117674,100,0,0,1,1,0,1,1,1,1,1
Clc1c(C)cc(OCCCCn2c(CCNC(=O)C)nc3ccccc23)cc1,,C40197579,67.105812,0,1,0,1,1,1,1,0,1,1
FC(F)(F)c1c(C(=O)Nc2scc(C(=O)N(CC=C)CC=C)n2)cccc1,,C40355943,100,0,0,0,1,0,1,0,1,0,1
Clc1c([C@@H](NC(=O)CSc2n(CCc3sccc3)cnn2)C)cccc1,,C45683995,99.903809,0,0,0,1,0,1,1,0,1,1
Fc1ccc(-n2c(C)c(CC(=O)NCCN(CC)c3cc(C)ccc3)c(C)n2)cc1,,C48299221,99.95256,0,0,0,1,1,1,1,0,0,1
Fc1c(NC(=O)CN(Cc2c(F)cccc2)C(=O)CCc2occc2)cccc1,,C58494411,100,0,0,0,0,0,1,1,0,0,0
O(CC)Cc1c(CNC(=O)COc2cc3sc(C)nc3c3sccc23)cccc1,,C58822293,100,0,0,0,1,0,1,1,1,1,1
Clc1c(S(=O)(=O)NCCSc2ccc(C)cc2)ccc(C(OC)=O)c1,,C60357213,96.491402,0,0,0,1,1,1,1,0,1,0
O=C(N[C@@H](CCC)C(=O)N1CCc2sccc2C1)CCc1oc([C@@H]2[C@@H](C)C2)cc1,,C60373284,100,0,0,0,1,0,1,1,0,0,1
S(C[C@@H](O)COCc1ccccc1)c1n(C2CC2)c(-c2c(F)cccc2)nn1,,C15237922,99.90728,0,0,0,1,0,1,0,1,0,0
S(C[C@H](O)CO[C@H](c1ccc(C)cc1)c1ccccc1)c1n(C(C)C)cnn1,,C61732883,99.859703,0,0,0,1,0,1,0,1,0,0
FC(F)(F)c1ccc(-c2scc(CC(=O)N(CCC)CC(=O)NC)n2)cc1,,C62273329,100,0,0,0,1,0,1,0,0,1,1
S(C)c1ccc(CNC(=O)CSc2n(-c3c(CC)cccc3)cnn2)cc1,,C56355058,99.763229,0,0,0,1,0,1,1,0,0,0
Fc1ccc([C@H](N(C)C[C@@H](O)COc2c(C)ccc(C)c2)c2ncccn2)cc1,,C66881704,65.066246,0,0,0,1,0,1,0,0,0,1
S([C@@H](C)CC#N)c1c(NC(=O)N(C)CCCOc2c(C)cccc2)cccc1,,C66954313,100,0,0,0,1,0,1,1,0,0,1
Clc1ccc(-n2c(SCCCC)nnc2CSc2ncccn2)cc1,,C02706185,99.510307,0,0,0,1,0,1,0,0,1,0
S([C@@H](C)C(=O)N(CC)c1ccccc1)c1n(CC=C)c(-c2ccccc2)nn1,,C03556931,99.898163,0,0,0,0,0,1,0,0,0,0
S(CC(=O)c1ccc(C)cc1)c1n(C)c(SCC(=O)c2ccc(C)cc2)nn1,,C01323599,99.845482,0,0,0,0,0,0,0,0,0,0
S(CC(=O)N(CC=C)CC=C)C=1N(c2ccc(C)cc2)C(=O)c2ccccc2N=1,,C04975259,98.719231,0,0,0,1,0,1,0,0,0,0
Clc1ccc(C(=O)CSc2oc(Cc3ccc(OCC)cc3)nn2)cc1,,C01191868,99.998207,0,0,0,1,0,1,0,0,1,1
S([C@@H](CC)C(OCCOCC)=O)c1ncnc2sc3C[C@H](C)CCc3c12,,C01987168,99.974861,0,0,0,1,0,1,0,1,1,1
O(C)C[C@@H](N(C(=O)Cn1c(CC)nc2ccccc12)c1c(C)cccc1CC)C,,C01470646,69.507057,0,0,0,1,0,1,0,0,0,1
Clc1ccc(-c2n(CC=C)c(SCC(=O)N(C)Cc3ccccc3)nn2)cc1,,C03604171,99.894684,0,0,0,0,1,1,0,0,0,1
Clc1ccc(OCc2oc(SCC(=O)c3ccc(CC)cc3)nn2)cc1,,C07193366,99.999229,0,0,0,1,0,1,0,0,0,0
S(CCOc1ccccc1)c1n(C)c(COc2ccc3CCCCc3c2)nn1,,C07341962,99.885735,0,0,0,1,1,1,0,0,1,0
S(CCC#N)c1n([C@@H](C)c2ccccc2)c(COc2ccc(CC)cc2)nn1,,C07985238,99.891785,0,0,0,0,0,1,0,0,0,0
FC(F)Oc1ccc(-c2c(/C=C/C(=O)N(CC)CC)cn(-c3ccccc3)n2)cc1,,C03239369,99.981575,0,0,0,0,0,0,0,0,1,0
S(CC(OCc1cc(C)cc(C)c1)=O)c1n(CC)c(-c2sccc2)nn1,,C09620538,99.888924,0,0,0,0,0,1,0,0,0,0
S(CCCC(=O)c1ccc(F)cc1)c1n(c(-c2occc2)nn1)-c1ccccc1,,C02620116,99.973892,0,0,0,0,0,1,0,0,0,0
[P+](Nc1ccccc1)(N(CC)CC)(N(CC)CC)c1c(C)[nH+]c2n1C=CC=C2,,C05072685,99.865402,0,0,0,0,0,0,0,0,0,0
Clc1ccc(C(=O)CSc2n(CC)c(COc3ccc(C)cc3)nn2)cc1,,C16789302,99.900085,0,0,0,1,0,0,0,0,0,0
N(C)(Cc1onc(CCc2ccccc2)n1)Cc1nc(-c2ccccc2)sc1,,C20780511,94.666924,0,0,0,1,0,1,0,0,0,0
O=C(N(C)Cc1ccc(N(C)C)cc1)Cc1nc(-c2c(OCC)cccc2)sc1,,C21391590,100,0,0,0,1,0,1,0,0,0,0
O(CC(=O)N(CC)c1cccc2ccccc12)C(=O)CCc1nc2ccccc2cc1,,C21431879,99.379196,0,0,0,1,1,1,0,0,0,1
Clc1n(Cc2c(Cl)cccc2Cl)nc(C)c1/C=C/C(OCCCC#N)=O,,C21713592,99.979729,0,0,0,1,0,0,0,0,0,1
S(CC(=O)c1c(C)sc(C)c1)c1n(CC=C)c(COc2cc(C)ccc2)nn1,,C24105254,99.909813,0,0,0,1,0,1,0,0,1,1
Clc1c(OCc2n(C)c(SCCOc3c(C)cccc3)nn2)cccc1,,C25893181,99.888206,0,0,0,1,0,1,0,0,0,1
Clc1c(/C=C/C(OCC(=O)N(CCC#N)c2c(F)cccc2)=O)ccc(Cl)c1,,C28426232,100,0,0,0,1,1,1,0,0,1,0
FC(F)(F)c1ccc(OCCCCCCN2C(=O)N(c3ccncc3)CC2)cc1,,C29395267,63.394791,0,0,0,0,0,0,0,0,0,0
S(CC(C)C)c1sc(SCC(=O)N(CCC#N)c2cc(C)c(C)cc2)nn1,,C29422753,99.996666,0,0,0,1,0,1,0,0,1,1
S(Cc1c(OCC)ccc(C(=O)C)c1)c1n(CC=C)c(C2CCCCC2)nn1,,C07978391,99.514618,0,0,0,1,0,0,0,0,0,0
Clc1ccc2N=C([C@@H](N(CCCC)C(=O)CC(C)C)C)N(CC)C(=O)c2c1,,C35031647,98.138634,0,0,0,1,0,1,0,0,1,1
ClCC(C)(C)C(=O)N(CCCCC)[C@@H](C)C=1N(CC)C(=O)c2ccccc2N=1,,C35042204,97.927269,0,0,0,1,0,1,0,0,1,1
Clc1ccc(-c2nc3SC=C(CCN(CCOC)C(=O)C(C)C)n3c2)cc1,,C35493581,80.600906,0,0,0,1,0,1,0,0,1,1
O([C@@H](C)C(=O)N(CCC#N)c1ccccc1)C(=O)c1c(-c2ccccc2)ccs1,,C37512913,100,0,0,0,1,0,1,0,0,0,0
S(Cc1cc(F)ccc1)c1n(CC(=O)N(CCC)CCC)c2ncccc2n1,,C08590183,92.685844,0,0,0,0,0,1,0,0,0,0
S=C1N(C[C@H](CC)CCCC)C(=O)/C(=C/c2oc(N3CCOCC3)cc2)/S1,,C38704465,100,0,0,0,1,0,0,0,0,0,1
S(Cc1nc(COc2ccc(F)cc2)sc1)c1oc(Cc2ccccc2)nn1,,C39524732,99.997932,0,0,1,1,0,1,0,0,0,1
S([C@@H](C)C(=O)c1ccccc1)C=1N(CCCOC(C)C)C(=O)c2ccccc2N=1,,C39565873,96.876602,0,0,0,1,0,1,0,0,1,1
Clc1c(OCc2n(C)c(SCCOc3cc(C)ccc3)nn2)cccc1,,C36661971,99.888222,0,0,0,1,0,1,0,0,0,0
Clc1c(C)cc(OCCCCn2c(CN3CCOCC3)nc3ccccc23)cc1,,C39917119,53.145336,0,0,0,1,0,1,0,0,1,1
Clc1c(OCc2n(CC(=O)N(CC=C)CC=C)c3ccccc3n2)cccc1,,C40233097,89.609413,0,0,0,1,0,1,0,0,0,0
ClC1=Cn2c(CC(=O)N(CC)CC)c(-c3ccc(OCCF)cc3)[nH+]c2C=C1,,C40378987,99.925774,0,0,0,0,0,0,0,1,0,0
Clc1c(CN(CC=C)C(=O)c2cc(OCc3c(C)nsn3)ccc2)cccc1,,C40794958,100,0,0,0,1,0,1,0,0,1,0
Clc1ccc(-c2noc(CSc3scc(CC(OCC)=O)n3)c2)cc1,,C45327372,100,0,0,0,1,0,1,0,0,1,0
Fc1cc(CN(CC)C(=O)COC(=O)c2c(C)nc(-c3ccccc3)s2)ccc1,,C07534024,100,0,0,0,1,0,1,0,0,0,0
Fc1ccc(OCc2scc(COC(=O)[C@@H](Oc3ccc(C)cc3)C)n2)cc1,,C45485489,100,0,0,0,1,1,1,0,0,0,0
Clc1c(S(=O)(=O)N(CC)CC)cc(C(=O)N(CC=C)c2ccccc2)cc1,,C57565595,100,0,0,0,0,0,1,0,0,1,0
S(CCCOc1cc(C)cc(C)c1)C=1N(CCCOC)C(=O)c2ccccc2N=1,,C57852986,95.973938,0,0,0,1,0,1,0,0,1,1
S(CC(OCc1nc(-c2ccccc2)oc1)=O)c1c(F)cc(C(=O)C)cc1,,C58170608,100,0,0,0,1,0,1,0,0,1,0
Brc1ccc(-c2n(CC=C)c(SCC(OCCC)=O)nn2)cc1,,C59265883,99.896225,0,0,0,1,0,1,0,0,0,1
Clc1c(Cl)cccc1OS(=O)(=O)c1ccc(OCCOCC)cc1,,C60084888,100,0,0,0,1,0,1,0,0,0,0
O=C(N(CCc1ccccc1)CC=C)c1nc(-c2cn(-c3ccccc3)nc2)sc1,,C60334590,99.995369,0,0,0,1,0,1,0,0,0,0
Clc1c(Cn2c(C)c(/C=C/C(OCC(=O)C(C)(C)C)=O)c(C)n2)cccc1,,C05875493,99.948219,0,0,0,1,0,1,0,0,0,0
S(C[C@H](CCC#N)C#N)C=1N([C@H](C)CCCCC)C(=O)c2ccccc2N=1,,C66400050,96.332573,0,0,0,1,0,1,0,0,0,0
S(CC=C)c1n(c(-c2occc2)nn1)-c1ccc(OCc2ccccc2)cc1,,C04366570,99.972565,0,0,0,0,0,0,0,0,0,0
S=C1N(CC=C)C(=O)/C(=C/c2c(OCCOc3ccccc3)cccc2)/S1,,C02993845,100,0,0,0,1,0,1,0,0,0,0
Clc1c(OCCOCCOc2c(OCC)cccc2)c(Cl)cc(Cl)c1,,C02983850,100,0,0,0,1,0,1,0,0,0,1
Brc1cc(C)c(OCCOCCOc2cc(OCC)ccc2)c(C)c1,,C02984175,100,0,0,0,1,1,1,0,0,1,1
Brc1cc(C)c(OCCOCCOc2c(OCC)cccc2)c(C)c1,,C02984293,100,0,0,0,1,0,1,0,0,0,1
FC(F)(F)c1ccc(-c2nc(Cc3cc(OCC)c(OCC)cc3)on2)cc1,,C01432790,99.997177,0,0,0,1,0,0,0,0,0,0
O(C)CCN(Cc1n(Cc2cc(C)ccc2)ccc1)C(=O)C[C@H](C)CC(C)(C)C,,C04752543,100,0,0,0,1,0,1,0,0,0,1
O(CC)c1ccc(N2C(=O)C[C@@H](c3n(CCCCC)c4ccccc4n3)C2)cc1,,C05235750,71.928886,0,0,0,0,0,0,0,0,0,0
O(C)[C@@H]([C@@H]([C@@H](OCC)c1ccccc1)c1ccccc1)n1nnc2ccccc12,,C05334902,99.980751,0,0,0,1,0,1,0,0,0,0
Clc1c(Cl)ccc(S(=O)(=O)N(CCC(C)C)CC(=O)C(C)(C)C)c1,,C03324087,100,0,0,0,1,0,1,0,0,1,1
S(Cc1c(F)cccc1F)c1n(CC=C)c(COc2ccc(C)cc2)nn1,,C06300424,99.901321,0,0,0,1,0,0,0,0,1,0
Clc1ccc(OCCCOc2c(/C=C\3/C(=O)N(CC)C(=S)S/3)cccc2)cc1,,C02843943,100,0,0,0,1,0,1,0,0,1,0
S([C@H](Cc1ccc(C)cc1)C#N)c1n(CC=C)c(-c2c(OC)cccc2)nn1,,C06610031,99.905022,0,0,0,1,0,1,0,0,0,0
O=C(C)c1ccc(OCC(=O)c2c(C)n(CCc3sccc3)c(C)c2)cc1,,C07338173,100,0,1,0,1,1,1,0,0,0,0
O=C(N(Cc1sccc1)Cc1occc1)COc1ccc(C(C)(C)C)cc1,,C09204428,100,0,0,0,0,0,1,0,0,0,0
Fc1cc(/C=C/C(=O)N(Cc2ccc(OCC3(C)COC3)cc2)C2CC2)ccc1,,C11911374,100,0,0,0,1,0,0,0,0,0,0
ClC1=Cn2c(CCC(=O)N(CCC)CCC)c(-c3ccccc3)[nH+]c2C=C1,,C13765540,99.930115,0,0,0,0,0,0,0,0,0,0
S(Cc1c(OC(F)F)cccc1)c1n(CC)c(-c2ccc(OC)cc2)nn1,,C14568335,99.794701,0,0,0,0,0,0,0,0,0,0
S(C)c1ccc2cc(CN(CCCOC)C(=O)C)c(-c3cc(C)ccc3)nc2c1,,C15001359,94.632286,0,0,0,1,1,1,0,0,1,1
Clc1ccc(OCc2n(CC=C)c(SCc3c(F)cccc3F)nn2)cc1,,C16789269,99.901634,0,0,0,1,0,0,0,0,0,0
S(Cc1ncsc1)c1c(C(OCC(=O)c2c(C)ccc(C)c2)=O)cccc1,,C22524734,100,0,1,0,1,1,1,0,0,0,1
S(CCCC(=O)N(Cc1occc1)c1sc2cc(C)cc(C)c2n1)c1ccccc1,,C22898937,100,0,0,0,1,0,1,0,0,0,1
S=C1N(C)C(=O)/C(=C/c2cc(OCCCOc3c([C@H](C)CC)cccc3)ccc2)/S1,,C33391787,100,0,0,0,1,0,1,0,0,0,0
Clc1c(Cl)ccc(C(=O)N(CCCOC)Cc2n(Cc3cc(F)ccc3)ccc2)c1,,C33783596,100,0,1,0,1,1,1,0,0,0,1
Clc1c(Cn2c(CN(CCCOC)C(=O)c3cccc4ccccc34)ccc2)cccc1,,C34828612,100,0,0,0,1,1,1,0,0,0,1
Fc1c(C(=O)N2[C@H](CC(C)C)SC[C@H]2C(=O)N(CCC)CCC)cccc1,,C35196987,100,0,0,0,1,0,1,0,0,0,1
